station_key,station_display,address,latitude,longitude
"graz,Graz,""Maggstraße 19, 8042 Graz"",47.0370333070736,15.4782357693133"
"innsbruck,Innsbruck,""Tiergarten 603, 6210, Österreich"",47.3924992984538,11.7923666214663"
"linz,Linz,""Gewerbestraße 1, 4063 Hörsching, Österreich"",48.206408022378,14.1613864693521"
"salzburg,Salzburg,""Wasserfeldstraße 17a, 5020 Salzburg, Österreich"",47.8260322168983,13.0348155537851"
"vienna,Vienna,""Lichtblaustraße 13, 1220 Wien, Österreich"",48.2659494972504,16.463317272953"
"vienna_south,Vienna-South,""Siebenhirtenstraße 22, 1230 Wien, Österreich"",48.1331961388021,16.2957634922713"
"antwerp,Antwerp,""Boomsesteenweg 49B, 2630 Antwerpen, Belgien"",51.1302033646883,4.37718927103876"
"brussels,Br�ssel,""Bergensesteenweg 764A, 1600 Sint-Pieters-Leeuw, Belgien"",50.760744771265,4.25150432526115"
"aix_marseille,Aix-Marseille,""5110 D6, 13480 Cabriès, Frankreich"",43.4223019463022,5.36940268206746"
"bordeaux,Bordeaux,""138 Avenue de l'Argonne, 33700 Mérignac, Frankreich"",44.8206554252745,-0.693445457672454"
"geneva_pays_de_gex,Geneva-Pays de Gex,""133 Chemin de Baritella, 01630 Saint-Jean-de-Gonville, Frankreich"",46.2040259851054,5.96096939234604"
"lille,Lille,""18 Rue du Luyot, 59113 Seclin, Frankreich"",50.5615306671805,3.04002304076255"
"lyon,Lyon,""1201 Avenue des Pré Seigneurs, 01120 Dagneux, Frankreich"",45.8438149405444,5.06276781295798"
"nantes,Nantes,""24 Chemin des Bateliers, 44300 Nantes, Frankreich"",47.2227756487091,-1.512541123145"
"nice,Nice,""2300 Rte de la Baronne, 06510 Gattières, Frankreich"",43.7512499350067,7.17947630359195"
"paris,Paris,""33 route de Versailles, 91160 Champlan, Frankreich"",48.7006418117762,2.287274173819"
"paris_airport,Paris Airport,""2 Rue Gustave Eiffel, 95190 Goussainville, Frankreich"",49.022779993213,2.46619085914913"
"strassburg,Straßburg,""10 Rue de la Rochelle, 67100 Strasbourg, Frankreich"",48.5421924933389,7.787750160589"
"toulouse,Toulouse,""30 Rue du Rempart, 31140 Saint-Alban, Frankreich"",43.6992313515156,1.40124159804221"
"aachen,Aachen,""Neuenhofstraße 188, 52078 Aachen"",50.7621863630819,6.15284760004655"
"augsburg,Augsburg,""Dieselstraße 31, 86368 Gersthofen"",48.4314947245095,10.864554267433"
"berlin,Berlin,""Nordlichtstraße 11, 13405 Berlin"",52.5629114116713,13.3255919532439"
"berlin_schonefeld,Berlin - Schönefeld,""Am Pechpfuhl 4, 12529 Schönefeld"",52.3681032736909,13.5614026820795"
"bielefeld,Bielefeld,""Heidsieker Heide 53, 33739 Bielefeld"",52.0846641356676,8.50980212259074"
"bochum,Bochum,""Werner Hellweg 403, 44894 Bochum"",51.4897198571662,7.29813759223426"
"bremen,Bremen,""Westerfeld 19, 28844 Weyhe"",53.0173957132126,8.86621907389118"
"burstner_kehl,Bürstner-Kehl,""Bremenwörtstraße 3, 77694 Kehl"",48.583149678747,7.82081230769848"
"cologne_bonn,Cologne-Bonn,""Klosengartenstraße 39, 50374 Erftstadt"",50.8209154712882,6.8114980627927"
"cologne_dusseldorf,Cologne-Düsseldorf,""Norfer Str. 6, 41539 Dormagen"",51.1072589267573,6.82141436898757"
"constance,Constance,""Im Aachtal 1a, 78267 Aach"",47.8327956443909,8.86502954565032"
"dresden,Dresden,""Magazinstraße 15A, 01099 Dresden"",51.0856345629205,13.7573403423847"
"duisburg,Duisburg,""Forststraße 36, 47055 Duisburg"",51.3955266542638,6.75195504054242"
"erfurt,Erfurt,""Alte Mittelhäuser Str. 17-19, 99091 Erfurt"",51.0305278758203,11.0056467126836"
"frankfurt,Frankfurt,""Ferdinand-Porsche-Straße 9, 60386 Frankfurt am Main"",50.1224930915775,8.75666667946883"
"freiburg_basel,Freiburg-Basel,""Gündlingerstraße 38, 79241 Ihringen"",48.0353507218228,7.64729235889624"
"hamburg,Hamburg,""Billbrookdeich 11, 22113 Hamburg"",53.5372781053746,10.0777194694487"
"hannover,Hannover,""Mergelfeld 26, 31275 Lehrte"",52.3618517149595,9.90545690170319"
"heidelberg,Heidelberg,""Hebelstraße 7, 69115 Heidelberg"",49.3966909811122,8.68006499252568"
"hymer_bad_waldsee,""Hymer, Bad Waldsee"",""Biberacher Str. 92, 88339 Bad Waldsee"",47.9294307995515,9.75793201012974"
"karlsruhe,Karlsruhe,""Nobelstraße 16a, 76275 Ettlingen"",48.9364325295316,8.37640744141424"
"kassel,Kassel,""Leipziger Str. 317B, 34123 Kassel"",51.296632088871,9.54382244318686"
"kiel,Kiel,""Radewisch 2, 24145 Kiel"",54.2770976219994,10.1395202406375"
"knaus_jandelsbrunn,""Knaus, Jandelsbrunn"",""Helmut-Knaus-Straße 1, 94118 Jandelsbrunn"",48.7332140107272,13.690214036773"
"leipzig,Leipzig,""Kamenzer Str. 13, 04347 Leipzig"",51.3592094686168,12.4377840270493"
"lindau_wangen,Lindau-Wangen,""Ebnetstraße 31, 88239 Wangen im Allgäu"",47.6859473389651,9.83841639809882"
"lmc_caravan,LMC Caravan,""Rudolf-Diesel-Straße 4, 48336 Sassenberg"",51.9787843926708,8.06289234481134"
"luebeck,L�beck,""Schmiedekoppel 28, 23847 Kastorf"",53.7510834041174,10.559496155964"
"mainz,Mainz,""Hochheimer Str. 89, 55246 Wiesbaden"",50.0082020667002,8.30125525584245"
"marburg,Marburg,""Afföllerstraße 90B, 35039 Marburg"",50.8289635251408,8.7711165405243"
"munich,Munich,""Ingolstädter Str. 172, 80939 München"",48.2054594833753,11.586918825675"
"nuremberg,Nuernberg,""Benno-Strauß-Straße 45, 90763 Fürth"",49.4439155327726,10.9948355497419"
"regensburg,Regensburg,""Berliner Str. 41A, 93073 Neutraubling"",48.9746637253456,12.1856846269741"
"stuttgart,Stuttgart,""Ostheimer Weg 15, 70825 Korntal-Münchingen"",48.8292948855569,9.13241531162552"
"trier,Trier,""Am Maarbach 7-9, 54329 Konz"",49.6844988192113,6.55663793041912"
"ulm,Ulm,""Zeppelinstraße 22, 89231 Neu-Ulm"",48.3894010712749,10.022120740448"
"vw_hannover,""VW, Hannover"",""Hansastraße 51, 30419 Hannover"",52.4194524355027,9.65747601418404"
"wurzburg,Würzburg,""Delpstraße 8, 97084 Würzburg"",49.7314641366598,9.97126155583367"
"dublin,Dublin,""Unit E, Airport Business Campus, Swords Rd, Santry, Dublin, D09 Y58E, Irland"",53.405098644558,-6.24297024589976"
"bergamo,Bergamo,""Corso Europa, 3/B, 24046 Osio Sotto BG, Italien"",45.6057540943007,9.58695709803728"
"bologna,Bologna,""Via Giuseppe di Vittorio, 19, 40056 Area Produttiva Via Lunga BO, Italien"",44.5126837064221,11.1721377220591"
"florence,Florence,""Via Alessandro Fleming, 40, 59100 Prato PO, Italien"",43.8571151344533,11.0998003838334"
"milan,Milan,""Via S. D'Acquisto, 28, 21053 Castellanza VA, Italien"",45.6052743121763,8.88696056920122"
"rome,Rome,""Via Ugo Tiberio, 372, 00148 Roma RM, Italien"",41.8067739602373,12.3243661267677"
"turin,Turin,""Via Giulio Natta, 6, 10148 Torino TO, Italien"",45.1118628426802,7.67509471151495"
"venice,Venice,""Via Ghebba, 109, 30034 Oriago VE, Italien"",45.4658545445799,12.1755081673448"
"amsterdam,Amsterdam,""Spinnerij 17, 1185 ZN Amstelveen, Niederlande"",52.283852752212,4.83547866940736"
"rotterdam,Rotterdam,""Kruisdijk 10, 3176 PK Poortugaal, Niederlande"",51.8601966275572,4.39762785404939"
"bergen,Bergen,""Espehaugen 41, 5258 Blomsterdalen, Norwegen"",60.2742488137421,5.23394993714433"
"oslo,Oslo,""Energivegen 16, 2069 Jessheim, Norwegen"",60.1522568132888,11.1858078408444"
"faro,Faro,""N125 393 A, 8135-030 Almancil, Portugal"",37.0791112680249,-7.99232906026722"
"lisbon,Lissabon,""Estr. Arruda 39a, 2615-046 Alverca do Ribatejo, Portugal"",38.9049991132617,-9.03918078865096"
"porto,Porto,""R. da Longa, 4485-592 Modivas, Portugal"",41.3005784915523,-8.69290118858975"
"barcelona,Barcelona,""Carrer d'Andorra, 65, local 2, 08840 Viladecans, Barcelona, Spanien"",41.320791206754,2.02997321918418"
"bilbao,Bilbao,""Poligono Ugaldeguren III, Parcela 18-1, 48170, Biscay, Spanien"",43.2876533808652,-2.87875811552007"
"madrid,Madrid,""C. Mir, 10, Vicálvaro, 28052 Madrid, Spanien"",40.3952177684698,-3.58068864443317"
"malaga,Malaga,""C. José Calderón, 120, Campanillas, 29590 Málaga, Spanien"",36.7264182697619,-4.5420678887033"
"sevilla,Sevilla,""Rda. de Cabeza Hermosa, 8, 41500 Alcalá de Guadaíra, Sevilla, Spanien"",37.3471383220005,-5.86313191567246"
"valencia,Valencia,""C. N-2, Parcela 16, 46220 Picassent, Valencia, Spanien"",39.3566451500567,-0.458995917475746"
"gothenburg,Gothenburg,""Beatrice Lesslies Gata 8, 421 31 Västra Frölunda, Schweden"",57.6584095320977,11.9427035984267"
"malmo,Malmo,""Havrevägen 6, 245 43 Staffanstorp, Schweden"",55.6302608870753,13.1890692770248"
"stockholm,Stockholm,""Okvistavägen 15, 186 40 Vallentuna, Schweden"",59.530286136355,18.1106341543136"
"bern,Bern,""Sägestrasse 24, 3054 Schüpfen, Schweiz"",47.0363707432318,7.38326250147171"
"zurich,Z�rich,""Grubenstrasse 24, 8620 Wetzikon, Schweiz"",47.3137648670524,8.79714258274343"
"bristol,Bristol,""Park Farm, West Ln, Felton, Bristol BS40 9UD, Vereinigtes Königreich"",51.3858671629298,-2.695953574802"
"edinburgh,Edinburgh,""Unit 40, Uphall Business Park, Broxburn EH52 5NT, Vereinigtes Königreich"",55.9203722849934,-3.4998703611585"
"london,London,""Dick Turpin Way, Feltham TW14 0PS, Vereinigtes Königreich"",51.4666744905182,-0.420223830619195"
"manchester,Manchester,""Unit 5 and 6, Southmoor Industrial Estate, Southmoor Rd, Wythenshawe, Manchester M23 9XD, Vereinigtes Königreich"",53.3965087402589,-2.29482858637571"
"denver,Denver,""5347 Sherman St, Denver, CO 80216, Vereinigte Staaten"",39.7921902722628,-105.00084552166"
"las_vegas,Las Vegas,""3385 Las Vegas Blvd N, Las Vegas, NV 89115, Vereinigte Staaten"",36.2206389052088,-115.089257018076"
"los_angeles,Los Angeles,""11992 Hawthorne Blvd, Hawthorne, CA 90250, Vereinigte Staaten"",33.9243055757359,-118.352011846438"
"salt_lake_city,Salt Lake City,""4768 Camp Kearns Rd, Kearns, UT 84118, Vereinigte Staaten"",40.6661834136843,-112.017846144426"
"san_francisco,San Francisco,""588 Brannan St, San Francisco, CA 94107, Vereinigte Staaten"",37.7772247726033,-122.398284044498"
"seattle,Seattle,""3820 6th Ave S, Seattle, WA 98108, Vereinigte Staaten"",47.5692798810331,-122.326185728888"
"calgary,Calgary,""9524 Horton Rd SW, Calgary, AB T2V 2X4, Kanada"",50.969913510738,-114.075005364562"
"vancouver,Vancouver,""8211 Argyle St, Vancouver, BC V5P 4R4, Kanada"",49.2098504075739,-123.071514930613"
miami,Miami, 2736 NW 37th St,25.7617,-80.1918
phoenix,Phoenix, 2429 E Washington St,33.4099, -112.0792
